timestamp,class,precision,recall,f1score,accuracy
1766144638.665216,0,1.0,0.9999982602682231,0.999999130133355,0.9999982602682231
1766144640.123878,0,1.0,0.9999982886433948,0.9999991443209653,0.9999982886433948
1766144641.352102,0,1.0,0.9999983148621157,0.999999157430348,0.9999983148621157
1766144642.629713,0,1.0,0.9999983390242515,0.9999991695114361,0.9999983390242515
1766144643.822359,0,1.0,0.9999975412859075,0.9999987706414424,0.9999975412859075
1766144645.182636,0,1.0,0.9999975707430004,0.9999987853700248,0.9999975707430004
1766144646.613359,0,1.0,0.9999976033610465,0.9999988016790873,0.9999976033610465
1766144647.806363,0,1.0,0.9999976434315564,0.9999988217143898,0.9999976434315564
1766144649.046199,0,1.0,0.9999976707866569,0.9999988353919721,0.9999976707866569
1766144650.52442,0,1.0,0.9999977048181986,0.9999988524077824,0.9999977048181986
1766144651.766666,0,1.0,0.9999977358593093,0.9999988679283731,0.9999977358593093
1766144653.053393,0,1.0,0.9999977679484843,0.9999988839729965,0.9999977679484843
1766144654.277713,0,1.0,0.9999977963893104,0.9999988981934411,0.9999977963893104
1766144655.523681,0,1.0,0.9999970975509498,0.9999985487733688,0.9999970975509498
1766144656.873195,0,1.0,0.9999971379354139,0.9999985689656592,0.9999971379354139
1766144658.217105,0,1.0,0.9999971816656075,0.999998590830818,0.9999971816656075
1766144659.579237,0,1.0,0.9999972175809927,0.9999986087885608,0.9999972175809927
1766144660.883451,0,1.0,0.999997248729945,0.9999986243630801,0.999997248729945
1766144662.254172,0,1.0,0.9999972872261242,0.9999986436112224,0.9999972872261242
1766144663.557659,0,1.0,0.9999973198028045,0.9999986598996063,0.9999973198028045
1766144664.916033,0,1.0,0.9999973529129539,0.9999986764547251,0.9999973529129539
1766144666.192718,0,1.0,0.9999973832256258,0.999998691611101,0.9999973832256258
1766144667.63631,0,1.0,0.9999974159321993,0.9999987079644302,0.9999974159321993
1766144669.038257,0,1.0,0.9999974508508104,0.9999987254237805,0.9999974508508104
1766144670.368741,0,1.0,0.9999974842783118,0.9999987421375738,0.9999974842783118
1766144671.655136,0,1.0,0.9999968926198167,0.9999984463074945,0.9999968926198167
1766144673.103596,0,1.0,0.9999969330741576,0.9999984665347272,0.9999969330741576
1766144674.48568,0,1.0,0.9999969692983866,0.999998484646897,0.9999969692983866
1766144675.810888,0,1.0,0.9999970029416128,0.9999985014685607,0.9999970029416128
1766144677.161482,0,1.0,0.9999970308312545,0.9999985154134232,0.9999970308312545
1766144678.473885,0,1.0,0.9999970632493853,0.9999985316225365,0.9999970632493853
1766144679.772684,0,1.0,0.9999971020280297,0.9999985510119154,0.9999971020280297
1766144680.967391,0,1.0,0.9999971385093122,0.9999985692526091,0.9999971385093122
1766144682.252565,0,1.0,0.9999971667575666,0.9999985833767765,0.9999971667575666
1766144683.550765,0,1.0,0.99999719945535,0.9999985997257143,0.99999719945535
1766144684.825096,0,1.0,0.9999972275245814,0.999998613760369,0.9999972275245814
1766144686.136487,0,1.0,0.9999972558758559,0.9999986279360453,0.9999972558758559
1766144687.387946,0,1.0,0.9999972825555282,0.999998641275918,0.9999972825555282
1766144688.679522,0,1.0,0.9999973073974677,0.9999986536969213,0.9999973073974677
1766144689.907456,0,1.0,0.9999973174245881,0.9999986587104951,0.9999973174245881
1766144691.163968,0,1.0,0.9999967999684264,0.9999983999816531,0.9999967999684264
1766144692.421175,0,1.0,0.9999968324726458,0.9999984162338146,0.9999968324726458
1766144693.772635,0,1.0,0.9999968646320567,0.9999984323135708,0.9999968646320567
1766144695.144056,0,1.0,0.9999968984666536,0.999998449230922,0.9999968984666536
1766144696.433016,0,1.0,0.9999969302608996,0.999998465128094,0.9999969302608996
1766144697.570433,0,1.0,0.9999969499292765,0.9999984749623125,0.9999969499292765
1766144698.714218,0,1.0,0.9999969499300517,0.9999984749627001,0.9999969499300517
1766144699.84647,0,1.0,0.9999969499300517,0.9999984749627001,0.9999969499300517
1766144701.003839,0,1.0,0.999996949930827,0.9999984749630878,0.999996949930827
1766144702.122354,0,1.0,0.999996949930827,0.9999984749630878,0.999996949930827
1766144703.277784,0,1.0,0.999996949930827,0.9999984749630878,0.999996949930827
1766144704.408154,0,1.0,0.9999969499316023,0.9999984749634755,0.9999969499316023
1766144705.569124,0,1.0,0.9999969499316023,0.9999984749634755,0.9999969499316023
1766144706.714571,0,1.0,0.9999969499316023,0.9999984749634755,0.9999969499316023
1766144707.853269,0,1.0,0.9999969499316023,0.9999984749634755,0.9999969499316023
1766144708.987923,0,1.0,0.9999969499316023,0.9999984749634755,0.9999969499316023
1766144710.134022,0,1.0,0.9999969499316023,0.9999984749634755,0.9999969499316023
1766144711.532127,0,1.0,0.9999969499316023,0.9999984749634755,0.9999969499316023
1766144712.713103,0,1.0,0.9999969527052233,0.9999984763502902,0.9999969527052233
1766144713.945947,0,1.0,0.9999969772949511,0.9999984886451914,0.9999969772949511
1766144715.285536,0,1.0,0.9999967466539336,0.9999983733243206,0.9999967466539336
1766144716.468345,0,1.0,0.9999967758080445,0.9999983879014235,0.9999967758080445
1766144717.691344,0,1.0,0.9999968017705398,0.9999984008827127,0.9999968017705398
1766144718.982102,0,1.0,0.9999968329906873,0.9999984164928362,0.9999968329906873
1766144720.399201,0,1.0,0.9999968654138932,0.9999984327044902,0.9999968654138932
1766144721.707694,0,1.0,0.9999968933189629,0.9999984466570686,0.9999968933189629
1766144722.965484,0,1.0,0.9999969221903682,0.9999984610928159,0.9999969221903682
1766144724.173336,0,1.0,0.9999969487299792,0.999998474362662,0.9999969487299792
1766144725.445339,0,1.0,0.9999969739074002,0.9999984869514108,0.9999969739074002
1766144726.815059,0,1.0,0.9999969984620581,0.9999984992287767,0.9999969984620581
1766144728.007654,0,1.0,0.9999970240861312,0.9999985120408516,0.9999970240861312
1766144729.273849,0,1.0,0.9999970465016949,0.9999985232486666,0.9999970465016949
1766144730.631294,0,1.0,0.9999970691346056,0.9999985345651553,0.9999970691346056
1766144731.904595,0,1.0,0.9999970897863589,0.9999985448910622,0.9999970897863589
1766144733.214847,0,1.0,0.9999971191518783,0.9999985595738644,0.9999971191518783
1766144734.453043,0,1.0,0.999997139754877,0.9999985698753933,0.999997139754877
1766144735.705286,0,1.0,0.999997156100962,0.999998578048459,0.999997156100962
1766144736.977867,0,1.0,0.9999971750731058,0.9999985875345578,0.9999971750731058
1766144738.248123,0,1.0,0.9999971927951576,0.9999985963956087,0.9999971927951576
1766144739.568092,0,1.0,0.999997212204625,0.9999986061003695,0.999997212204625
1766144740.704292,0,1.0,0.9999972205337558,0.9999986102649466,0.9999972205337558
1766144741.842378,0,1.0,0.9999972205343501,0.9999986102652437,0.9999972205343501
1766144742.967467,0,1.0,0.9999972205343501,0.9999986102652437,0.9999972205343501
1766144744.109712,0,1.0,0.9999972205349444,0.9999986102655408,0.9999972205349444
1766144745.252539,0,1.0,0.9999972205349444,0.9999986102655408,0.9999972205349444
1766144746.392498,0,1.0,0.9999972205379157,0.9999986102670265,0.9999972205379157
1766144747.520003,0,1.0,0.9999972205379157,0.9999986102670265,0.9999972205379157
1766144748.668651,0,1.0,0.9999972205379157,0.9999986102670265,0.9999972205379157
1766144749.80977,0,1.0,0.9999972205379157,0.9999986102670265,0.9999972205379157
1766144750.943947,0,1.0,0.9999972205379157,0.9999986102670265,0.9999972205379157
1766144752.085748,0,1.0,0.9999972205379157,0.9999986102670265,0.9999972205379157
1766144753.294663,0,1.0,0.999997221648742,0.9999986108224412,0.999997221648742
1766144754.566525,0,1.0,0.9999972423817083,0.999998621188953,0.9999972423817083
1766144755.775582,0,1.0,0.9999972646194517,0.9999986323078552,0.9999972646194517
1766144757.191529,0,1.0,0.9999972832299637,0.9999986416131367,0.9999972832299637
1766144758.551384,0,1.0,0.9999973079161967,0.9999986539562865,0.9999973079161967
1766144759.945391,0,1.0,0.9999973323888622,0.9999986661926521,0.9999973323888622
1766144761.197346,0,1.0,0.9999973534002597,0.9999986766983787,0.9999973534002597
1766144762.619641,0,1.0,0.9999973729418262,0.9999986864691877,0.9999973729418262
1766144763.926199,0,1.0,0.999997397107666,0.9999986985521393,0.999997397107666
1766144765.18414,0,1.0,0.9999974155223726,0.9999987077595165,0.9999974155223726
1766144766.477554,0,1.0,0.999997434555511,0.9999987172761101,0.999997434555511
1766144768.015449,0,1.0,0.9999974581086529,0.9999987290527113,0.9999974581086529
1766144769.287529,0,1.0,0.9999974770077779,0.9999987385022976,0.9999974770077779
1766144770.569602,0,1.0,0.9999971119750798,0.9999985559854546,0.9999971119750798
1766144771.858685,0,1.0,0.999997130937143,0.9999985654665137,0.999997130937143
1766144773.049553,0,1.0,0.9999971522319951,0.9999985761139701,0.9999971522319951
1766144774.213647,0,1.0,0.9999971673688445,0.9999985836824162,0.9999971673688445
1766144775.597107,0,1.0,0.9999971827409452,0.9999985913684885,0.9999971827409452
1766144776.868005,0,1.0,0.9999972040501012,0.9999986020230962,0.9999972040501012
1766144778.26738,0,1.0,0.9999972217838815,0.9999986108900111,0.9999972217838815
1766144779.583596,0,1.0,0.9999968722373346,0.9999984361162215,0.9999968722373346
1766144780.884591,0,1.0,0.9999968915354316,0.9999984457653002,0.9999968915354316
1766144782.208575,0,1.0,0.9999969135152447,0.9999984567552407,0.9999969135152447
1766144783.561905,0,1.0,0.9999969395386048,0.9999984697669608,0.9999969395386048
1766144784.886312,0,1.0,0.9999969575510362,0.999998478773204,0.9999969575510362
1766144786.247523,0,1.0,0.9999969699940291,0.9999984849947193,0.9999969699940291
1766144787.59189,0,1.0,0.9999969925546267,0.9999984962750521,0.9999969925546267
1766144788.809799,0,1.0,0.9999970110053027,0.9999985055004178,0.9999970110053027
1766144790.063743,0,1.0,0.999997023840265,0.9999985119179182,0.999997023840265
1766144791.3861,0,1.0,0.9999970414721217,0.9999985207338725,0.9999970414721217
1766144792.670631,0,1.0,0.9999970615423653,0.999998530769024,0.9999970615423653
1766144794.007664,0,1.0,0.9999970799058012,0.9999985399507689,0.9999970799058012
1766144795.399927,0,1.0,0.9999971013034756,0.9999985506496372,0.9999971013034756
1766144796.672461,0,1.0,0.9999971180852694,0.9999985590405583,0.9999971180852694
1766144797.981011,0,1.0,0.999997132560384,0.9999985662781364,0.999997132560384
1766144799.192832,0,1.0,0.999997144936301,0.9999985724661127,0.999997144936301
1766144800.395316,0,1.0,0.999997157997612,0.9999985789967868,0.999997157997612
1766144801.692494,0,1.0,0.999997171802673,0.9999985858993369,0.999997171802673
1766144803.260916,0,1.0,0.9999971904058641,0.9999985952009587,0.9999971904058641
1766144804.510676,0,1.0,0.9999968813255745,0.9999984406603557,0.9999968813255745
1766144805.822593,0,1.0,0.9999968987779063,0.9999984493865488,0.9999968987779063
1766144807.092026,0,1.0,0.9999969178999933,0.9999984589476218,0.9999969178999933
1766144808.444146,0,1.0,0.9999969360724416,0.9999984680338738,0.9999969360724416
1766144809.731202,0,1.0,0.9999969536157535,0.9999984768055566,0.9999969536157535
1766144810.96673,0,1.0,0.999996971914668,0.9999984859550417,0.999996971914668
1766144812.328988,0,1.0,0.9999969898915807,0.9999984949435252,0.9999969898915807
1766144813.623595,0,1.0,0.9999970078113447,0.999998503903434,0.9999970078113447
1766144814.833657,0,1.0,0.999997023056428,0.9999985115259985,0.999997023056428
1766144816.050992,0,1.0,0.9999970360053589,0.9999985180004831,0.9999970360053589
1766144817.333331,0,1.0,0.9999970520999444,0.9999985260477997,0.9999970520999444
1766144818.578685,0,1.0,0.9999970642982042,0.9999985321469476,0.9999970642982042
1766144819.874593,0,1.0,0.9999970765479755,0.9999985382718511,0.9999970765479755
1766144821.137863,0,1.0,0.9999970936248969,0.9999985468103367,0.9999970936248969
1766144822.376001,0,1.0,0.9999971051500903,0.9999985525729501,0.9999971051500903
1766144823.671197,0,1.0,0.9999971193794355,0.9999985596876433,0.9999971193794355
1766144824.916296,0,1.0,0.9999968306479363,0.999998415321457,0.9999968306479363
1766144826.081165,0,1.0,0.9999968459489368,0.9999984229719814,0.9999968459489368
1766144827.537115,0,1.0,0.9999967067672639,0.9999983533809206,0.9999967067672639
1766144828.818372,0,1.0,0.9999967254649132,0.9999983627297759,0.9999967254649132
1766144830.204892,0,1.0,0.9999967311501775,0.9999983655724174,0.9999967311501775
1766144831.514861,0,1.0,0.9999967476266175,0.9999983738106644,0.9999967476266175
1766144832.784323,0,1.0,0.9999967656124622,0.9999983828036157,0.9999967656124622
1766144834.048384,0,1.0,0.9999967840855504,0.9999983920401897,0.9999967840855504
1766144835.343444,0,1.0,0.9999967996345764,0.9999983998147276,0.9999967996345764
1766144836.609275,0,1.0,0.9999968163074521,0.999998408151192,0.9999968163074521
1766144837.877624,0,1.0,0.9999968333162764,0.9999984166556313,0.9999968333162764
1766144839.209337,0,1.0,0.9999968493517541,0.9999984246733954,0.9999968493517541
1766144840.50666,0,1.0,0.9999968663120281,0.999998433153559,0.9999968663120281
1766144841.663966,0,1.0,0.999996874789137,0.9999984373921268,0.999996874789137
1766144842.818639,0,1.0,0.999996874789581,0.9999984373923487,0.999996874789581
1766144843.943941,0,1.0,0.999996874789581,0.9999984373923487,0.999996874789581
1766144845.085801,0,1.0,0.999996874790025,0.9999984373925708,0.999996874790025
1766144846.217844,0,1.0,0.999996874790025,0.9999984373925708,0.999996874790025
1766144847.367122,0,1.0,0.999996874790025,0.9999984373925708,0.999996874790025
1766144848.540609,0,1.0,0.999996874790469,0.9999984373927928,0.999996874790469
1766144849.66794,0,1.0,0.999996874790469,0.9999984373927928,0.999996874790469
1766144850.819436,0,1.0,0.999996874790469,0.9999984373927928,0.999996874790469
1766144851.978883,0,1.0,0.999996874790469,0.9999984373927928,0.999996874790469
1766144853.122063,0,1.0,0.999996874790469,0.9999984373927928,0.999996874790469
1766144854.32922,0,1.0,0.9999968752476721,0.9999984376213951,0.9999968752476721
1766144855.611887,0,1.0,0.9999968880498569,0.9999984440225074,0.9999968880498569
1766144856.991625,0,1.0,0.999996905067881,0.9999984525315458,0.999996905067881
1766144858.337651,0,1.0,0.9999969218831304,0.9999984609391965,0.9999969218831304
1766144859.67999,0,1.0,0.9999969381911251,0.9999984690932189,0.9999969381911251
1766144861.042333,0,1.0,0.999996954039221,0.999998477017291,0.999996954039221
1766144862.260779,0,1.0,0.999996967700915,0.9999984838481588,0.999996967700915
1766144863.574984,0,1.0,0.9999969806759141,0.999998490335678,0.9999969806759141
1766144864.992563,0,1.0,0.9999969966099918,0.9999984983027408,0.9999969966099918
1766144866.327885,0,1.0,0.9999970000837249,0.9999985000396125,0.9999970000837249
1766144867.727524,0,1.0,0.9999970157429057,0.9999985078692264,0.9999970157429057
1766144869.197195,0,1.0,0.9999970324920539,0.9999985162438253,0.9999970324920539
1766144870.512106,0,1.0,0.9999970482188214,0.9999985241072324,0.9999970482188214
1766144871.900335,0,1.0,0.99999679512132,0.9999983975580922,0.99999679512132
1766144873.242083,0,1.0,0.9999968118691984,0.9999984059320581,0.9999968118691984
1766144874.451334,0,1.0,0.9999968273310623,0.9999984136630148,0.9999968273310623
1766144875.591243,0,1.0,0.9999968280472521,0.9999984140211108,0.9999968280472521
1766144876.781314,0,1.0,0.9999968280476713,0.9999984140213204,0.9999968280476713
1766144877.92239,0,1.0,0.9999968280480905,0.99999841402153,0.9999968280480905
1766144879.098512,0,1.0,0.9999968280480905,0.99999841402153,0.9999968280480905
1766144880.232772,0,1.0,0.9999968280480905,0.99999841402153,0.9999968280480905
1766144881.358876,0,1.0,0.9999968280485098,0.9999984140217396,0.9999968280485098
1766144882.479388,0,1.0,0.9999968280485098,0.9999984140217396,0.9999968280485098
1766144883.653661,0,1.0,0.9999968280485098,0.9999984140217396,0.9999968280485098
1766144884.907173,0,1.0,0.9999968280485098,0.9999984140217396,0.9999968280485098
1766144886.14994,0,1.0,0.9999968280485098,0.9999984140217396,0.9999968280485098
1766144887.437238,0,1.0,0.9999968280485098,0.9999984140217396,0.9999968280485098
1766144888.79214,0,1.0,0.9999968346825938,0.9999984173387921,0.9999968346825938
1766144890.109021,0,1.0,0.999996848775907,0.9999984243854709,0.999996848775907
1766144891.289308,0,1.0,0.9999968647111086,0.9999984323530968,0.9999968647111086
1766144892.596793,0,1.0,0.999996880090571,0.999998440042852,0.999996880090571
1766144893.918882,0,1.0,0.9999968922097929,0.9999984461024818,0.9999968922097929
1766144895.169099,0,1.0,0.9999969093508748,0.9999984546730494,0.9999969093508748
1766144896.481446,0,1.0,0.9999969232875595,0.9999984616414131,0.9999969232875595
1766144897.701764,0,1.0,0.9999969373180018,0.9999984686566559,0.9999969373180018
1766144898.982341,0,1.0,0.9999969509181674,0.9999984754567595,0.9999969509181674
1766144900.203073,0,1.0,0.9999969640398105,0.999998482017601,0.9999969640398105
1766144901.43788,0,1.0,0.9999969770417658,0.9999984885185983,0.9999969770417658
1766144902.643889,0,1.0,0.9999969921457406,0.9999984960706085,0.9999969921457406
1766144904.056807,0,1.0,0.999997004569903,0.9999985022827083,0.999997004569903
1766144905.488835,0,1.0,0.9999970111324109,0.9999985055639721,0.9999970111324109
1766144906.838759,0,1.0,0.9999970253252652,0.9999985126604204,0.9999970253252652
1766144908.107931,0,1.0,0.9999967890828818,0.9999983945388634,0.9999967890828818
1766144909.470081,0,1.0,0.9999967994914638,0.9999983997431711,0.9999967994914638
1766144910.763894,0,1.0,0.9999968171419918,0.9999984085684633,0.9999968171419918
1766144911.979227,0,1.0,0.9999968310676279,0.9999984155313034,0.9999968310676279
1766144913.132907,0,1.0,0.9999968405886178,0.9999984202918135,0.9999968405886178
1766144914.503971,0,1.0,0.9999968447138035,0.9999984223544127,0.9999968447138035
1766144915.834382,0,1.0,0.9999968583735461,0.9999984291843056,0.9999968583735461
1766144917.196392,0,1.0,0.9999968741129545,0.9999984370540345,0.9999968741129545
1766144918.501649,0,1.0,0.9999968794430429,0.999998439719087,0.9999968794430429
1766144920.063504,0,1.0,0.9999968898725398,0.9999984449338517,0.9999968898725398
1766144921.320392,0,1.0,0.999996665874812,0.9999983329346268,0.999996665874812
1766144922.741428,0,1.0,0.9999966802369884,0.999998340115739,0.9999966802369884
1766144924.061925,0,1.0,0.9999964618410739,0.9999982309174074,0.9999964618410739
1766144925.28664,0,1.0,0.999996474918694,0.9999982374562405,0.999996474918694
1766144926.550673,0,1.0,0.9999964902449282,0.9999982451193845,0.9999964902449282
1766144927.762859,0,1.0,0.9999965061799853,0.9999982530869409,0.9999965061799853
1766144928.998829,0,1.0,0.9999965202709874,0.9999982601324665,0.9999965202709874
1766144930.271345,0,1.0,0.9999965356199474,0.9999982678069732,0.9999965356199474
1766144931.539264,0,1.0,0.9999965503672824,0.9999982751806663,0.9999965503672824
1766144932.938597,0,1.0,0.9999965634522459,0.9999982817231705,0.9999965634522459
1766144934.234755,0,1.0,0.9999965814836976,0.9999982907389273,0.9999965814836976
1766144935.575418,0,1.0,0.9999965968472058,0.9999982984207075,0.9999965968472058
1766144936.855485,0,1.0,0.9999966123762317,0.9999983061852468,0.9999966123762317
1766144938.242462,0,1.0,0.9999966299707931,0.9999983149825572,0.9999966299707931
1766144939.494244,0,1.0,0.9999966454903929,0.9999983227423832,0.9999966454903929
1766144940.62054,0,1.0,0.9999966588357201,0.9999983294150692,0.9999966588357201
1766144941.738775,0,1.0,0.9999966588364643,0.9999983294154412,0.9999966588364643
1766144942.878803,0,1.0,0.9999966588368364,0.9999983294156273,0.9999966588368364
1766144944.021924,0,1.0,0.9999966588372086,0.9999983294158133,0.9999966588372086
1766144945.164766,0,1.0,0.9999966588372086,0.9999983294158133,0.9999966588372086
1766144946.306781,0,1.0,0.9999966588372086,0.9999983294158133,0.9999966588372086
1766144947.457855,0,1.0,0.9999966588375806,0.9999983294159994,0.9999966588375806
1766144948.601726,0,1.0,0.9999966588383249,0.9999983294163716,0.9999966588383249
1766144949.793248,0,1.0,0.9999966588383249,0.9999983294163716,0.9999966588383249
1766144950.92414,0,1.0,0.9999966588383249,0.9999983294163716,0.9999966588383249
1766144952.066919,0,1.0,0.9999966588383249,0.9999983294163716,0.9999966588383249
1766144953.220369,0,1.0,0.9999966588383249,0.9999983294163716,0.9999966588383249
1766144954.393221,0,1.0,0.9999966588383249,0.9999983294163716,0.9999966588383249
1766144955.601974,0,1.0,0.9999966588383249,0.9999983294163716,0.9999966588383249
1766144956.847146,0,1.0,0.999996665479948,0.9999983327371943,0.999996665479948
1766144958.071767,0,1.0,0.9999966794140273,0.9999983397042571,0.9999966794140273
1766144959.390888,0,1.0,0.9999966915706845,0.9999983457826057,0.9999966915706845
1766144960.676969,0,1.0,0.9999966971032274,0.9999983485488864,0.9999966971032274
1766144961.975275,0,1.0,0.9999967086215027,0.9999983543080431,0.9999967086215027
1766144963.17735,0,1.0,0.9999967225024786,0.9999983612485538,0.9999967225024786
1766144964.539942,0,1.0,0.9999967350108703,0.99999836750277,0.9999967350108703
1766144965.861793,0,1.0,0.9999967479628968,0.9999983739788044,0.9999967479628968
1766144967.15355,0,1.0,0.999996759134676,0.9999983795647123,0.999996759134676
1766144968.468879,0,1.0,0.9999967690243348,0.9999983845095576,0.9999967690243348
1766144969.654967,0,1.0,0.9999967763464637,0.9999983881706338,0.9999967763464637
1766144971.05721,0,1.0,0.9999967823235443,0.9999983911591838,0.9999967823235443
1766144972.363607,0,1.0,0.9999967932142704,0.9999983966045644,0.9999967932142704
1766144973.555091,0,1.0,0.9999967983023318,0.9999983991486032,0.9999967983023318
1766144974.776054,0,1.0,0.9999965931050622,0.9999982965496292,0.9999965931050622
1766144976.047786,0,1.0,0.9999965018100483,0.9999982509019648,0.9999965018100483
1766144977.347965,0,1.0,0.9999965159468807,0.9999982579704056,0.9999965159468807
1766144978.819812,0,1.0,0.9999965297768805,0.9999982648854296,0.9999965297768805
1766144980.132641,0,1.0,0.9999965412608194,0.999998270627419,0.9999965412608194
1766144981.36393,0,1.0,0.9999965541661071,0.9999982770800852,0.9999965541661071
1766144982.694822,0,1.0,0.9999965668947324,0.9999982834444197,0.9999965668947324
1766144984.056764,0,1.0,0.999996578201067,0.9999982890976064,0.999996578201067
1766144985.295055,0,1.0,0.9999965921162844,0.9999982960552388,0.9999965921162844
1766144986.543322,0,1.0,0.9999965961256689,0.9999982980599379,0.9999965961256689
1766144987.783116,0,1.0,0.9999966069803667,0.9999983034873052,0.9999966069803667
1766144988.955347,0,1.0,0.9999966161446814,0.9999983080694781,0.9999966161446814
1766144990.270055,0,1.0,0.9999966270901692,0.9999983135422404,0.9999966270901692
1766144991.653204,0,1.0,0.9999966397938422,0.9999983198940984,0.9999966397938422
1766144992.972043,0,1.0,0.9999966545219053,0.9999983272581545,0.9999966545219053
1766144994.180113,0,1.0,0.9999966677430866,0.9999983338687674,0.9999966677430866
1766144995.47082,0,1.0,0.999996679347534,0.9999983396710103,0.999996679347534
1766144996.675824,0,1.0,0.9999966911242717,0.9999983455593987,0.9999966911242717
1766144998.010188,0,1.0,0.9999967027317868,0.9999983513631753,0.9999967027317868
1766144999.460175,0,1.0,0.9999967143023134,0.9999983571484578,0.9999967143023134
1766145000.858641,0,1.0,0.9999967265269165,0.9999983632607794,0.9999967265269165
1766145002.11077,0,1.0,0.9999967373433888,0.9999983686690331,0.9999967373433888
